entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason,entry_fee,exit_fee,entry_rsi,exit_rsi
2024-12-02 11:00:00+00:00,2024-12-04 08:00:00+00:00,95128.68,96687.53,0.10512076904672703,143.70364331766257,0.016386751082849104,long,signal,10.0,10.163867510828492,27.403704540939586,70.47821776800058
2024-12-05 19:00:00+00:00,2024-12-06 14:00:00+00:00,99028.0,99481.69,0.10243268210321992,26.13880357323135,0.004581431514319206,long,signal,10.143703643317663,10.190176326861073,29.312977653003202,70.60896682828871
2024-12-07 08:00:00+00:00,2024-12-07 19:00:00+00:00,99414.76,100077.45,0.10229710806414352,47.38379437870269,0.006665911580936295,long,signal,10.169842446890893,10.237633717433921,27.518148663331175,71.77314550085768
2024-12-14 17:00:00+00:00,2024-12-15 10:00:00+00:00,100988.0,102280.0,0.1011726763701588,110.14993028983572,0.012793599239513606,long,signal,10.217226241269596,10.347941339139842,28.65503430718124,71.17298327334333
2024-12-18 04:00:00+00:00,2024-12-21 01:00:00+00:00,103868.01,97357.23,0.09942788132322389,-667.3604604435767,-0.062683207274309,long,signal,10.327376171559433,9.680023110397812,19.862105323854777,79.65777301537932
2024-12-21 21:00:00+00:00,2024-12-24 14:00:00+00:00,96892.0,97465.06,0.09969879568092159,37.75622703882408,0.005914420179168535,long,signal,9.660015711115856,9.717149102968765,27.182240389559,71.74409930474737
2024-12-26 08:00:00+00:00,2024-12-28 21:00:00+00:00,95878.56,95171.67,0.10114640789509854,-90.82342876899854,-0.00737276404651884,long,signal,9.69777193815468,9.626272553877714,26.782556218211823,70.69370342029919
2024-12-29 16:00:00+00:00,2024-12-31 11:00:00+00:00,93900.01,94232.68,0.10231040986455361,14.78767142681987,0.0035428111243012463,long,signal,9.606948509385683,9.640984113435323,14.593035398779136,86.03090062215584
2025-01-03 08:00:00+00:00,2025-01-03 18:00:00+00:00,96129.97,98527.98,0.10009091005450747,220.53551185496414,0.024945498266565513,long,signal,9.621736180812503,9.86175518403231,17.800018403546133,73.05390992870963
2025-01-04 09:00:00+00:00,2025-01-06 03:00:00+00:00,97690.37,99037.57,0.1007496613296425,115.9096704142173,0.013790509750347058,long,signal,9.842271692667468,9.978001636410763,29.505759771609434,73.14089465098297
2025-01-07 12:00:00+00:00,2025-01-10 07:00:00+00:00,100750.89,94492.63,0.09883963668292842,-637.8619432487991,-0.06211617584718105,long,signal,9.958181363081685,9.339617218414384,25.337833873737324,72.30828353953342
2025-01-11 07:00:00+00:00,2025-01-14 00:00:00+00:00,94246.36,94470.77,0.09889315003606385,3.5297803481280674,0.002381099917280662,long,signal,9.320319419832886,9.342512031632479,27.606725988643475,72.27330696509327
2025-01-16 14:00:00+00:00,2025-01-17 04:00:00+00:00,97618.89,101481.29,0.0955127557809868,349.8918610601923,0.03956611266528429,long,signal,9.323849200181014,9.692757668109497,26.37352253805335,78.63140915398579
2025-01-18 09:00:00+00:00,2025-01-19 06:00:00+00:00,103159.29,105568.29,0.09377479295603147,206.33009063236634,0.02335223516951309,long,signal,9.673741061241207,9.899644537472286,28.26711329588312,77.57790364896711
2025-01-19 23:00:00+00:00,2025-01-20 13:00:00+00:00,101331.57,107956.31,0.09750239882667933,625.5219712577044,0.06537686132761972,long,signal,9.880071151873576,10.525999193476629,26.33969563050192,73.90974502008126
2025-01-21 00:00:00+00:00,2025-01-21 18:00:00+00:00,101187.75,106861.18,0.10382277620691516,567.4310357161198,0.056068348194321875,long,signal,10.505593123131279,11.094624376346877,29.815267436589224,74.11489353523669
2025-01-22 09:00:00+00:00,2025-01-23 17:00:00+00:00,104984.83,105927.78,0.10547261122247278,77.20989503578338,0.00898177384294471,long,signal,11.073024158847398,11.17247955759963,25.84275498664951,72.41315100378219
2025-01-25 07:00:00+00:00,2025-01-25 19:00:00+00:00,104385.98,105055.16,0.10681735280813746,49.10808800823172,0.006410631006194583,long,signal,11.150234053883182,11.221714090035332,28.715327987379993,70.45037773808154
2025-01-26 23:00:00+00:00,2025-01-28 06:00:00+00:00,102620.0,102744.38,0.10913410779469317,-8.838158056605886,0.001212044435782544,long,signal,11.199342141891414,11.212916242218917,18.530637550373484,74.18584630067906
2025-01-28 20:00:00+00:00,2025-01-29 11:00:00+00:00,101264.48,102646.0,0.11050769217236693,130.13491033540924,0.013642690902081402,long,signal,11.190503983834807,11.343172570724775,28.10928347435086,83.80112222550332
