entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason,entry_fee,exit_fee,entry_rsi,exit_rsi
2024-11-01 21:00:00+00:00,2024-11-02 02:00:00+00:00,68960.51,69896.01,0.14501052848942098,115.52169205245146,0.013565734940185334,long,signal,10.0,10.135657349401852,25.41801627448349,70.58004027921653
2024-11-03 02:00:00+00:00,2024-11-03 21:00:00+00:00,68232.01,69321.98,0.1482518497117768,141.19743517761026,0.015974467115947504,long,signal,10.11552169205245,10.277111760682796,16.983453016169534,74.79275161261515
2024-11-04 17:00:00+00:00,2024-11-05 04:30:00+00:00,67798.0,68323.01,0.1512835058147742,58.83248977996588,0.007743738753355479,long,signal,10.256719127230063,10.336144480617875,29.21024348344058,72.04839336663203
2024-11-07 03:30:00+00:00,2024-11-07 18:00:00+00:00,75048.01,76387.99,0.1374527001716638,163.36858207283146,0.017854970438256932,long,signal,10.315551617010026,10.499735486186053,29.56927967744413,73.30580205189348
2024-11-09 02:00:00+00:00,2024-11-09 23:00:00+00:00,76252.24,76817.24,0.13742442450323897,56.60931464631997,0.007409618392849836,long,signal,10.478920199082859,10.55656499892719,27.47955041019675,76.21592573779982
2024-11-12 13:30:00+00:00,2024-11-12 20:00:00+00:00,86330.52,89462.86,0.12203713719932625,360.8084855011439,0.036283112855106124,long,signal,10.53552951372918,10.917791320064117,23.313444630382307,72.54748842519189
2024-11-13 03:00:00+00:00,2024-11-13 12:30:00+00:00,87323.99,87626.96,0.12478057861568537,15.974291132830498,0.003469493320220493,long,signal,10.896337999230324,10.93414277113352,28.841630015649784,71.87357089378546
2024-11-14 15:30:00+00:00,2024-11-15 11:00:00+00:00,87947.99,89317.28,0.12407688101073319,147.90271058606058,0.015569315455645927,long,signal,10.912312290363154,11.082209522762339,29.70411735159604,70.73004571026718
2024-11-17 02:00:00+00:00,2024-11-17 09:00:00+00:00,89734.52,91135.98,0.12325485221238397,150.44357843448665,0.01561784695566424,long,signal,11.060215000949215,11.23295174613078,29.018508206719233,84.4694771016778
2024-11-17 19:30:00+00:00,2024-11-18 04:30:00+00:00,90044.0,90441.3,0.12450200545715095,26.993864962590912,0.004412287326196114,long,signal,11.2106585793837,11.260123226151828,29.43405359509299,75.29519994410398
2024-11-18 13:30:00+00:00,2024-11-19 06:00:00+00:00,89502.23,91920.0,0.12555723409736597,280.7896404810129,0.02701351686991491,long,signal,11.237652444346292,11.54122095822988,24.156682827931675,78.95739521995121
2024-11-20 01:00:00+00:00,2024-11-20 08:00:00+00:00,91877.9,93000.01,0.12536684104477033,117.49782644908794,0.012213056676306278,long,signal,11.518442084827305,11.65911747083205,17.620156388272022,77.69370116440342
2024-11-22 14:00:00+00:00,2024-11-22 21:30:00+00:00,97664.01,99272.72,0.11914255733792205,168.20227776912148,0.016471881504763183,long,signal,11.635939911276392,11.827605734691481,26.715429439930517,72.10720324955932
2024-11-23 19:00:00+00:00,2024-11-24 06:00:00+00:00,97516.74,98227.48,0.12104734211834307,62.338870371161825,0.007288389665199951,long,signal,11.804142189045512,11.890175376982702,29.924303365724626,70.83574109577903
2024-11-24 11:30:00+00:00,2024-11-24 22:30:00+00:00,97280.03,97999.99,0.12198270353552187,64.00188245136434,0.00740090232291259,long,signal,11.866481059416675,11.954303726654109,26.73740830272422,74.74505919532103
2024-11-25 14:30:00+00:00,2024-11-25 22:00:00+00:00,95385.49,93384.02,0.1250764968746089,-273.9474852271601,-0.020982960825593085,long,stoploss,11.93048294186804,11.680146085668415,18.780274401901153,18.845344044405024
2024-11-25 23:00:00+00:00,2024-11-26 11:00:00+00:00,93663.6,91764.55,0.12445107231241247,-259.4155409792941,-0.020275218975140855,long,stoploss,11.656535456640878,11.42019664776599,29.494855146623678,28.618694824126507
2024-11-26 23:00:00+00:00,2024-11-27 06:00:00+00:00,91681.87,93204.0,0.12431159961791337,166.23495687996547,0.016602300978372328,long,signal,11.397119915661582,11.586338330787997,24.930228338241207,70.59621072914116
2024-11-28 03:00:00+00:00,2024-11-29 02:00:00+00:00,95164.0,96422.36,0.12150976075555407,129.62340977673165,0.013223067546551222,long,signal,11.563354872541549,11.716257895085906,23.859869874785034,74.05762088486634
2024-11-30 03:00:00+00:00,2024-12-01 08:30:00+00:00,96447.64,97048.01,0.12123654121882381,49.32803890465657,0.006224828310988173,long,signal,11.692978282318279,11.765765064569825,25.88417226525665,72.09866805635772
