entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason
2025-02-02 11:00:00+00:00,2025-02-02 12:00:00+00:00,100452.16,98178.0,0.09954987528391625,-226.3923443756713,-0.02263923443756713,long,stop_loss
2025-02-03 14:00:00+00:00,2025-02-03 15:00:00+00:00,93435.82,98842.0,0.10460236401440398,565.4992082873898,0.057859822924441535,long,take_profit
2025-02-06 09:00:00+00:00,2025-02-06 10:00:00+00:00,98338.23,99013.3,0.10513822410584082,70.9756609471307,0.006864776801453585,long,signal
2025-02-07 12:00:00+00:00,2025-02-07 13:00:00+00:00,96507.75,98828.01,0.10786783988704378,250.28143417631162,0.024042214226318557,long,signal
2025-02-09 03:00:00+00:00,2025-02-09 04:00:00+00:00,96300.01,97220.59,0.1106995104054004,101.90775528900369,0.00955950056495323,long,signal
2025-02-10 10:00:00+00:00,2025-02-10 11:00:00+00:00,96171.17,97661.16,0.11190746368505411,166.74100181609435,0.015493104638323577,long,signal
2025-02-13 02:00:00+00:00,2025-02-13 03:00:00+00:00,95469.28,97498.42,0.11447674808210828,232.28934860332913,0.021254376276850517,long,signal
2025-02-14 05:00:00+00:00,2025-02-14 06:00:00+00:00,95925.11,96834.29,0.11635433167336047,105.78703127078506,0.009478018841990309,long,signal
2025-02-18 15:00:00+00:00,2025-02-18 16:00:00+00:00,96842.37,94639.98,0.11634462370153037,-256.2362357940134,-0.022742008482444197,long,stop_loss
2025-02-19 06:00:00+00:00,2025-02-19 07:00:00+00:00,94102.16,95687.71,0.11700956556385486,185.52451667977041,0.016849241292654738,long,signal
2025-02-22 08:00:00+00:00,2025-02-22 09:00:00+00:00,95285.11,96493.95,0.11750395604203144,142.04348222184888,0.01268655721759671,long,signal
2025-02-24 17:00:00+00:00,2025-02-24 18:00:00+00:00,96115.99,94161.67,0.11796602062905433,-230.54335343577426,-0.020332933157115762,long,stop_loss
2025-02-24 22:00:00+00:00,2025-02-24 23:00:00+00:00,93943.51,91552.88,0.11823996682353263,-282.66801188734064,-0.025447526923360542,long,stop_loss
2025-02-25 06:00:00+00:00,2025-02-25 07:00:00+00:00,91857.29,89320.01,0.11784812608557105,-299.01369335439756,-0.027621977526225725,long,stop_loss
2025-02-25 13:00:00+00:00,2025-02-25 14:00:00+00:00,89400.53,87157.25,0.1177419843086441,-264.128238559895,-0.025092468691181126,long,stop_loss
2025-02-26 17:00:00+00:00,2025-02-26 18:00:00+00:00,87231.26,84258.94,0.1176420879611801,-349.66993088877393,-0.034074023463606884,long,stop_loss
2025-02-27 08:00:00+00:00,2025-02-27 09:00:00+00:00,83856.99,86169.81,0.11820597938222914,273.3891532348063,0.02758052727625917,long,signal
