entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason,entry_fee,exit_fee,entry_macd,entry_signal_line,entry_histogram,exit_macd,exit_signal_line,exit_histogram
2024-12-01 04:00:00+00:00,2024-12-02 03:00:00+00:00,96515.52,96483.75,0.1036102794659346,-23.28840688005453,-0.00032916985786331644,long,signal,10.0,9.996708301421368,-20.65741394390352,-21.007161345205926,0.34974740130240534,197.89315673212695,242.3377199810491,-44.44456324892215
2024-12-02 15:00:00+00:00,2024-12-02 17:00:00+00:00,97048.0,94604.03,0.10280182582969197,-270.9467568809593,-0.02518310526749651,long,stoploss,9.976711593119946,9.725467014846954,-253.15689315026975,-279.2209310857785,26.064037935508736,-327.61483607441187,-280.45199348365577,-47.1628425907561
2024-12-02 20:00:00+00:00,2024-12-02 21:00:00+00:00,95666.66,95406.88,0.10145399490521553,-45.74089275015827,-0.0027154705725066478,long,signal,9.705764836238986,9.67940911744251,-287.2946099148976,-289.51731089669454,2.2227009817969474,-297.2234990748402,-291.0585485323237,-6.164950542516522
2024-12-02 23:00:00+00:00,2024-12-03 09:00:00+00:00,95840.62,95256.01,0.10079258610272793,-78.18547729473197,-0.006099814462802939,long,signal,9.660023943488829,9.601099589727312,-269.1670332377689,-288.8145306759678,19.647497438198855,-162.10324048435723,-158.0854253945547,-4.017815089802525
2024-12-03 16:00:00+00:00,2024-12-04 13:00:00+00:00,95112.0,95665.51,0.1007426872129079,36.542645782028714,0.005819560097569127,long,signal,9.581838466194096,9.637600550993312,-267.9610024808353,-269.1714747065199,1.2104722256846117,142.49889736775367,185.9586832594836,-43.45978589172992
2024-12-04 19:00:00+00:00,2024-12-05 15:00:00+00:00,97209.64,101292.01,0.09894472515252731,384.2882864193493,0.04199552636960692,long,signal,9.618381111976126,10.022310089597047,82.75230401262525,63.31770645540074,19.434597557224507,1438.4546623139177,1543.9254057446565,-105.47074343073882
2024-12-06 13:00:00+00:00,2024-12-07 03:00:00+00:00,98591.99,99299.63,0.10145519325044028,51.7166204019988,0.007177459345328149,long,signal,10.002669398395476,10.074463151347217,-418.8920544716966,-463.32591331835465,44.43385884665804,268.5218333606754,310.67332822800677,-42.151494867331394
2024-12-07 18:00:00+00:00,2024-12-08 04:00:00+00:00,100123.32,99756.01,0.10042002221657727,-56.9571651196068,-0.0036685759121852153,long,signal,10.054386018797475,10.017500740437104,60.61263954729657,40.929666232128824,19.682973315167743,90.04868832736975,94.8237835389269,-4.775095211557158
2024-12-08 13:00:00+00:00,2024-12-09 01:00:00+00:00,100408.8,99528.54,0.09956725758775992,-107.55228679739399,-0.00876676147907364,long,signal,9.997428853677867,9.909783779513665,21.44576372821757,-18.064113584105847,39.50987731232342,84.5186927071918,87.89607718217054,-3.37738447497874
2024-12-09 14:00:00+00:00,2024-12-09 15:00:00+00:00,100156.26,97812.0,0.09874446756378956,-251.03097595931865,-0.023406025744172106,long,stoploss,9.889876566880474,9.658393861349385,-187.72609748509421,-212.60337617419734,24.87727868910312,-280.7732442290435,-226.2373497851666,-54.535894443876884
2024-12-10 01:00:00+00:00,2024-12-10 02:00:00+00:00,97946.0,96660.01,0.09840979305863594,-145.7051469475426,-0.01312958160619122,long,signal,9.638845590921155,9.51229158114568,-537.0276612610469,-559.1376689819275,22.110007720880617,-578.6225825593137,-563.0346516974048,-15.587930861908944
2024-12-10 05:00:00+00:00,2024-12-10 16:00:00+00:00,96941.99,96319.77,0.097925991038286,-79.85685952164582,-0.006418477689595614,long,signal,9.493140443973612,9.43220893382977,-563.5179788252572,-567.0583606617544,3.540381836497204,-375.2774213552184,-340.82776676078856,-34.44965459442983
2024-12-10 22:00:00+00:00,2024-12-12 04:00:00+00:00,96849.44,100675.7,0.0971950233728968,352.6949695317449,0.03950730122961986,long,signal,9.413283584451968,9.785177014582747,-432.5910220234073,-484.9932965094476,52.40227448604031,881.8860817044915,924.193182367902,-42.30710066341044
2024-12-13 10:00:00+00:00,2024-12-14 08:00:00+00:00,100457.62,101803.03,0.09721491066564898,111.13116193774505,0.013392811814574182,long,signal,9.765978553983713,9.896772466942382,-55.17745312472107,-73.44854019077307,18.271087066052004,367.6084484204039,369.60168701988033,-1.9932385994764559
2024-12-15 01:00:00+00:00,2024-12-16 09:00:00+00:00,102134.48,104676.72,0.09670690755875447,225.8520970716534,0.024891104355747495,long,signal,9.877109715921456,10.122961884593625,67.86799263245484,41.47103246384705,26.39696016860779,680.1619979209208,704.2340704967787,-24.072072575857874
2024-12-16 15:00:00+00:00,2024-12-16 22:00:00+00:00,106332.01,105815.99,0.09501336251419598,-69.18569015523607,-0.004852913059764313,long,signal,10.102961812993112,10.053933017668538,555.637903519033,542.0513604910188,13.586543028014148,722.3841263678623,737.271305783374,-14.887179415511696
2024-12-17 09:00:00+00:00,2024-12-17 11:00:00+00:00,107306.03,106808.31,0.09350617223317158,-66.56090439752613,-0.004638322748497929,long,signal,10.033776122837876,9.987236230793982,643.1801229457487,633.3946704890565,9.78545245669227,596.0623630662012,626.7922651336497,-30.729902067448506
2024-12-17 14:00:00+00:00,2024-12-17 15:00:00+00:00,108258.39,106478.47,0.09206875530331043,-183.64557435740937,-0.01644140468004372,long,signal,9.96721521844035,9.80334019950088,643.4650329391443,616.447150174724,27.01788276442028,546.0742327869957,602.3725666971784,-56.29833391018269
2024-12-18 13:00:00+00:00,2024-12-18 14:00:00+00:00,104580.58,104019.93,0.09355053915442943,-71.96379995532062,-0.005360937948517867,long,signal,9.78356964408294,9.731120534306008,-475.2182981354417,-487.3932593860478,12.174961250606088,-495.4801587683178,-489.01063926250185,-6.469519505815924
2024-12-18 15:00:00+00:00,2024-12-18 19:00:00+00:00,104428.54,102817.82,0.0929976215709577,-169.0665475760102,-0.015424135968960083,long,signal,9.711605844127618,9.561812715110847,-473.11266885085206,-485.83104518017194,12.71837632931988,-483.8848635668255,-457.168781861894,-26.716081704931526
2024-12-19 06:00:00+00:00,2024-12-19 17:00:00+00:00,101200.01,98855.86,0.09429385724914066,-239.90298511820518,-0.023163535260520174,long,stoploss,9.542539296551608,9.321500351081035,-1110.8229697178176,-1121.3726252169822,10.5496554991646,-738.6698513105221,-665.3627605564934,-73.30709075402865
2024-12-20 06:00:00+00:00,2024-12-20 09:00:00+00:00,97281.37,94811.85,0.0956260824804729,-254.51964530683605,-0.025385333286321827,long,stoploss,9.302636311433401,9.066485788226226,-1275.1412458035484,-1302.9675440696974,27.826298266149024,-1364.0973655992711,-1290.083676397412,-74.01368920185905
2024-12-20 15:00:00+00:00,2024-12-21 13:00:00+00:00,96991.62,97344.54,0.09328761253937778,14.793907820926519,0.0036386648660987233,long,signal,9.048116666126566,9.081039730343962,-1268.085551370852,-1444.0644597125372,175.97890834168516,164.1182399681129,185.43648408942335,-21.318244121310443
2024-12-22 10:00:00+00:00,2024-12-22 14:00:00+00:00,97009.03,95363.44,0.09342337073102876,-171.70864922452697,-0.016963266203156517,long,signal,9.062910573947491,8.909174009306218,-224.86159310635412,-230.7238612973908,5.862268191036691,-249.31201745322323,-205.6736027966421,-43.63841465658115
2024-12-23 03:00:00+00:00,2024-12-23 15:00:00+00:00,96025.15,93250.37,0.09259242942836293,-274.4491015573495,-0.02889638808166401,long,stoploss,8.891201924722964,8.634278303393732,-488.3305241800117,-497.65167776735984,9.321153587348135,-373.1741157970391,-249.17892928916243,-123.9951865078767
2024-12-23 22:00:00+00:00,2024-12-25 03:00:00+00:00,95191.81,98029.48,0.09051989686051368,239.37522448211826,0.02981002252189551,long,signal,8.616752823165614,8.873618418889787,-539.0521142876678,-545.2248336453171,6.172719357649271,883.7441374001355,887.6578520185018,-3.9137146183662708
2024-12-26 22:00:00+00:00,2024-12-27 15:00:00+00:00,95821.92,94573.75,0.09242277808300788,-132.95623567624338,-0.013025933940793486,long,signal,8.856128047647733,8.740768708727867,-572.2673352751153,-574.2227920954633,1.9554568203479903,-218.87432786589488,-172.65633603190264,-46.217991833992244
2024-12-28 03:00:00+00:00,2024-12-29 12:00:00+00:00,94594.91,94907.89,0.09221608025179673,11.38658338446678,0.003308634682352316,long,signal,8.72317181197149,8.752033600768696,-485.64046097033133,-487.10627423859995,1.4658132682686187,37.30791030869295,53.07395787777034,-15.766047569077386
2024-12-30 06:00:00+00:00,2024-12-30 13:00:00+00:00,93901.29,92680.52,0.09301851332772912,-130.90977309528773,-0.013000566871871405,long,signal,8.734558395355956,8.621004184840865,-306.5207412633172,-328.61635231697227,22.09561105365509,-255.9053992491681,-245.7677494592224,-10.137649789945726
2024-12-30 18:00:00+00:00,2024-12-30 21:00:00+00:00,94583.99,92076.0,0.09096305434207913,-245.11359347325345,-0.026516009739069,long,stoploss,8.60364862226067,8.375514191601278,-250.88467575285176,-334.3303392817817,83.44566352892991,-192.11554736515973,-240.06725067021242,47.95170330505269
