entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason,entry_fee,exit_fee,entry_close_time,entry_quote_asset_volume,entry_number_of_trades,entry_taker_buy_base_asset_volume,entry_taker_buy_quote_asset_volume,entry_inserted_at,entry_rsi,exit_close_time,exit_quote_asset_volume,exit_number_of_trades,exit_taker_buy_base_asset_volume,exit_taker_buy_quote_asset_volume,exit_inserted_at,exit_rsi
2024-10-01 00:20:00+00:00,2024-10-01 00:32:00+00:00,63075.01,63356.0,0.15854139381032203,24.503997700515303,0.004454854624676206,long,signal,10.0,10.044548546246762,2024-10-01T00:20:59.999+00:00,974456.4952293,3013,7.26801,458672.8742693,2025-05-03T07:44:18.909127+00:00,24.132439539275722,2024-10-01T00:32:59.999+00:00,817625.5080263,4483,5.4431,344970.4008835,2025-05-03T07:44:18.909127+00:00,70.30262720319308
2024-10-01 01:50:00+00:00,2024-10-01 02:27:00+00:00,63471.35,63364.0,0.1579374630868969,-36.9866400711168,-0.0016913142701391816,long,signal,10.024503997700515,10.007549411038136,2024-10-01T01:50:59.999+00:00,747119.9879761,1270,4.01485,254808.8088073,2025-05-03T07:44:18.909127+00:00,28.4936126061867,2024-10-01T02:27:59.999+00:00,589068.9491512,2441,6.09378,386069.5284867,2025-05-03T07:44:18.909127+00:00,71.2652817811359
2024-10-01 02:48:00+00:00,2024-10-01 02:59:00+00:00,63286.72,63443.76,0.1578137934408577,4.78326032857168,0.0024814052616410026,long,signal,9.987517357629399,10.01230043575135,2024-10-01T02:48:59.999+00:00,201217.2559477,580,1.64136,103878.0260739,2025-05-03T07:44:18.909127+00:00,24.984542001591635,2024-10-01T02:59:59.999+00:00,710285.0407954,726,3.47671,220534.3618856,2025-05-03T07:44:18.909127+00:00,71.57182340018508
2024-10-01 05:13:00+00:00,2024-10-01 06:02:00+00:00,63724.14,63820.0,0.15680557819937577,-4.9682498924498795,0.001504296487955751,long,signal,9.99230061795797,10.007332000684162,2024-10-01T05:13:59.999+00:00,1281526.9039473,1099,9.71925,619745.176687,2025-05-03T07:44:18.909127+00:00,24.3280618395857,2024-10-01T06:02:59.999+00:00,731598.318513,1726,9.43189,601765.7434785,2025-05-03T07:44:18.909127+00:00,72.7036155251643
2024-10-01 06:41:00+00:00,2024-10-01 06:55:00+00:00,63914.47,64022.51,0.15626089628945558,-3.109119928253236,0.0016903840397956968,long,signal,9.98733236806552,10.004214795300634,2024-10-01T06:41:59.999+00:00,1104031.546736,2250,3.71891,237727.9242586,2025-05-03T07:44:18.909127+00:00,29.882108606682962,2024-10-01T06:55:59.999+00:00,367838.0716755,756,4.6284,296320.1991292,2025-05-03T07:44:18.909127+00:00,85.68974630021329
2024-10-01 07:10:00+00:00,2024-10-01 07:38:00+00:00,63947.99,64124.0,0.15613036857197962,7.484579169907562,0.002752392999373429,long,signal,9.984223248137267,10.011703754309622,2024-10-01T07:10:59.999+00:00,2127749.0881917,2011,2.8957,185201.7085542,2025-05-03T07:44:18.909127+00:00,22.524341544397245,2024-10-01T07:38:59.999+00:00,6675951.5030062,4142,83.92764,5380651.8267814,2025-05-03T07:44:18.909127+00:00,72.60413385349722
2024-10-01 07:52:00+00:00,2024-10-01 08:54:00+00:00,64041.99,63961.99,0.1560180723195387,-32.45237999439188,-0.0012491804205334656,long,signal,9.991707827307176,9.979226381521611,2024-10-01T07:52:59.999+00:00,657421.6299474,638,5.74805,368109.5621626,2025-05-03T07:44:18.909127+00:00,21.613014884043068,2024-10-01T08:54:59.999+00:00,1361740.575642,835,20.78208,1328993.0758866,2025-05-03T07:44:18.909127+00:00,70.11263073209929
2024-10-01 09:22:00+00:00,2024-10-01 10:27:00+00:00,64008.8,63859.06,0.15559197246804787,-43.1935545100345,-0.002339365837197467,long,signal,9.959255447312785,9.935957105355417,2024-10-01T09:22:59.999+00:00,627463.8626999,1833,3.55964,227859.3785489,2025-05-03T07:44:18.909127+00:00,29.293665840260218,2024-10-01T10:27:59.999+00:00,493312.1470647,1371,5.61235,358387.3183072,2025-05-03T07:44:18.909127+00:00,73.84072767774418
2024-10-01 11:24:00+00:00,2024-10-01 11:51:00+00:00,63820.01,63806.0,0.15537543621197722,-22.006756837074285,-0.00021952362589730144,long,signal,9.916061892802748,9.91388508294142,2024-10-01T11:24:59.999+00:00,423882.2163168,1247,2.7197,173615.0540439,2025-05-03T07:44:18.909127+00:00,10.141274400607742,2024-10-01T11:51:59.999+00:00,272739.892961,1936,2.7268,173961.3412847,2025-05-03T07:44:18.909127+00:00,70.45435171767193
2024-10-01 12:23:00+00:00,2024-10-01 14:01:00+00:00,63725.55,63000.68,0.15526041181230563,-132.21918136760735,-0.011374872402042864,long,signal,9.894055135965672,9.781511521255286,2024-10-01T12:23:59.999+00:00,342434.4995632,887,0.13311,8483.2352266,2025-05-03T07:44:18.909127+00:00,28.259899253970076,2024-10-01T14:01:59.999+00:00,4638186.8363017,15090,46.35942,2919763.5993143,2025-05-03T07:44:18.909127+00:00,71.12483372446347
2024-10-01 14:35:00+00:00,2024-10-01 15:23:00+00:00,62533.0,62238.37,0.15610695080354475,-65.47146903352886,-0.0047115922792765,long,signal,9.761835954598064,9.715842163682815,2024-10-01T14:35:59.999+00:00,5487481.2014268,13786,43.82157,2742954.5777859,2025-05-03T07:44:18.909127+00:00,22.250965300166925,2024-10-01T15:23:59.999+00:00,3319208.593327,8253,21.74047,1353265.102723,2025-05-03T07:44:18.909127+00:00,72.92338799601545
2024-10-01 16:18:00+00:00,2024-10-01 16:57:00+00:00,62529.73,62440.0,0.1550680689899754,-33.2930725437696,-0.0014349974004366115,long,signal,9.696364485564537,9.682450227734066,2024-10-01T16:18:59.999+00:00,1426502.6866234,4457,10.38335,649501.7556,2025-05-03T07:44:18.909127+00:00,29.22664881151674,2024-10-01T16:57:59.999+00:00,3549827.9414513,9592,34.68861,2163756.9139117,2025-05-03T07:44:18.909127+00:00,76.41743903070429
2024-10-01 17:10:00+00:00,2024-10-01 17:36:00+00:00,61975.99,61612.0,0.15591637040442222,-76.02139048988334,-0.005873080849535408,long,signal,9.663071413020766,9.606319413357262,2024-10-01T17:10:59.999+00:00,3361275.9969044,11664,13.24268,821896.2600632,2025-05-03T07:44:19.563051+00:00,27.71674977716792,2024-10-01T17:36:59.999+00:00,3457036.2063416,12810,12.90696,794953.7201698,2025-05-03T07:44:19.563051+00:00,72.51499533869259
2024-10-01 18:23:00+00:00,2024-10-01 18:29:00+00:00,62184.01,62347.74,0.15417227069355746,6.04328320971311,0.0026329919862034617,long,signal,9.587050022530885,9.61229264841154,2024-10-01T18:23:59.999+00:00,1275036.0243219,6210,6.8759,427807.6806827,2025-05-03T07:44:19.563051+00:00,27.866229298343782,2024-10-01T18:29:59.999+00:00,622342.3691858,3414,7.00194,436444.0702176,2025-05-03T07:44:19.563051+00:00,70.09672355294475
2024-10-01 18:43:00+00:00,2024-10-01 19:29:00+00:00,62040.12,62049.99,0.15462725258656168,-17.661541799435582,0.00015909060137206927,long,signal,9.593093305740599,9.594619476723627,2024-10-01T18:43:59.999+00:00,1373109.0025367,3845,7.91672,491121.644399,2025-05-03T07:44:19.563051+00:00,29.208683662710413,2024-10-01T19:29:59.999+00:00,1388869.8764653,2479,9.26194,574424.9823642,2025-05-03T07:44:19.563051+00:00,71.70350993187185
2024-10-01 20:04:00+00:00,2024-10-01 20:54:00+00:00,61620.68,60753.23,0.15539315314178878,-153.8118584300337,-0.014077254584012983,long,signal,9.575431763941163,9.440635973248316,2024-10-01T20:04:59.999+00:00,1895611.97212,2711,6.82745,420906.2434344,2025-05-03T07:44:19.563051+00:00,28.97133619839937,2024-10-01T20:54:59.999+00:00,7682800.96124,5711,22.87492,1391377.9132897,2025-05-03T07:44:19.563051+00:00,71.13907204645821
2024-10-01 22:08:00+00:00,2024-10-01 23:41:00+00:00,60893.99,60981.13,0.1547216713096174,-5.374275819540207,0.0014310115004781165,long,signal,9.421619905511129,9.435102351949048,2024-10-01T22:08:59.999+00:00,1620202.761666,2550,15.32724,933877.7607728,2025-05-03T07:44:19.563051+00:00,26.600877561656404,2024-10-01T23:41:59.999+00:00,436689.791307,1976,2.40912,146964.1598365,2025-05-03T07:44:19.563051+00:00,72.16465728760215
2024-10-01 23:58:00+00:00,2024-10-02 00:34:00+00:00,60845.17,61048.0,0.15475748740108028,12.525580449008645,0.0033335431555208367,long,signal,9.416245629691588,9.44763509086115,2024-10-01T23:58:59.999+00:00,387832.2515112,729,1.38455,84246.1703833,2025-05-03T07:44:19.563051+00:00,26.868621415842057,2024-10-02T00:34:59.999+00:00,1323534.415807,5129,8.50117,518990.327371,2025-05-03T07:44:19.563051+00:00,85.96254103108774
