entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason,entry_fee,exit_fee,entry_close_time,entry_quote_asset_volume,entry_number_of_trades,entry_taker_buy_base_asset_volume,entry_taker_buy_quote_asset_volume,entry_inserted_at,entry_rsi,exit_close_time,exit_quote_asset_volume,exit_number_of_trades,exit_taker_buy_base_asset_volume,exit_taker_buy_quote_asset_volume,exit_inserted_at,exit_rsi
2024-06-01 00:18:00+00:00,2024-06-01 00:31:00+00:00,67519.67,67630.0,0.1481049892572046,-3.675916958717103,0.0016340423464747643,long,signal,10.0,10.016340423464747,2024-06-01T00:18:59.999+00:00,303532.6148623,329,2.79658,188799.3201937,2025-05-03T07:42:27.131914+00:00,24.808425354656123,2024-06-01T00:31:59.999+00:00,1596788.5783122,481,20.73852,1402333.9287751,2025-05-03T07:42:27.131914+00:00,82.68405600722727
2024-06-01 01:07:00+00:00,2024-06-01 01:52:00+00:00,67626.55,67531.24,0.14781656143986766,-34.06695624044517,-0.0014093577152759925,long,signal,9.996324083041284,9.98223568657045,2024-06-01T01:07:59.999+00:00,497977.2040053,379,0.24227,16387.2158218,2025-05-03T07:42:27.131914+00:00,28.781827259110102,2024-06-01T01:52:59.999+00:00,539495.1232237,315,2.09322,141359.7570166,2025-05-03T07:42:27.131914+00:00,73.71508892012628
2024-06-01 03:12:00+00:00,2024-06-01 03:33:00+00:00,67663.22,67688.0,0.14723297423328122,-16.279729585202638,0.0003662255506019199,long,signal,9.962257126800838,9.965905559902339,2024-06-01T03:12:59.999+00:00,571311.9723139,514,4.97354,336526.3919472,2025-05-03T07:42:27.131914+00:00,27.260794473226824,2024-06-01T03:33:59.999+00:00,206369.2798311,270,2.02577,137098.1352615,2025-05-03T07:42:27.131914+00:00,76.92307692308009
2024-06-01 04:17:00+00:00,2024-06-01 04:32:00+00:00,67676.01,67686.27,0.1469645949460619,-18.385605907027454,0.00015160468236838007,long,signal,9.945977397215636,9.947485253959782,2024-06-01T04:17:59.999+00:00,277859.3808627,242,1.14005,77160.024428,2025-05-03T07:42:27.131914+00:00,25.393806098788176,2024-06-01T04:32:59.999+00:00,271609.9759497,327,3.90105,264032.8211638,2025-05-03T07:42:27.131914+00:00,73.30960854091335
2024-06-01 05:02:00+00:00,2024-06-01 05:16:00+00:00,67642.22,67675.77,0.14676620299139512,-14.936101478365842,0.0004959920002626009,long,signal,9.927591791308608,9.932515797418969,2024-06-01T05:02:59.999+00:00,209879.9810495,359,0.94072,63642.6413169,2025-05-03T07:42:27.131914+00:00,28.53665732409044,2024-06-01T05:16:59.999+00:00,61071.9615178,147,0.21786,14743.8432522,2025-05-03T07:42:27.131914+00:00,73.30832291232151
2024-06-01 05:28:00+00:00,2024-06-01 05:38:00+00:00,67623.26,67686.57,0.14658648059602924,-10.554201683210614,0.0009362163255662656,long,signal,9.91265568983024,9.921936079916778,2024-06-01T05:28:59.999+00:00,131523.8423164,308,0.22289,15072.5484214,2025-05-03T07:42:27.131914+00:00,23.219768972073993,2024-06-01T05:38:59.999+00:00,491968.5731171,531,4.81199,325653.8510971,2025-05-03T07:42:27.131914+00:00,75.57887120116044
2024-06-01 05:59:00+00:00,2024-06-01 06:31:00+00:00,67686.35,67687.78,0.14629392023867485,-19.595211870659718,2.1126859403602275e-05,long,signal,9.90210148814703,9.90231068845297,2024-06-01T05:59:59.999+00:00,206855.197632,1550,2.19241,148390.752651,2025-05-03T07:42:27.131914+00:00,20.531131443875154,2024-06-01T06:31:59.999+00:00,363275.3558821,768,3.92993,265978.8968262,2025-05-03T07:42:27.131914+00:00,72.3666577325159
2024-06-01 07:13:00+00:00,2024-06-01 07:45:00+00:00,67671.36,67652.46,0.14603676173016727,-22.522347254455354,-0.00027929097331565644,long,signal,9.882506276276372,9.879746181479673,2024-06-01T07:13:59.999+00:00,72166.7606557,211,0.28752,19456.8694272,2025-05-03T07:42:27.131914+00:00,26.182212581318424,2024-06-01T07:45:59.999+00:00,139139.5176031,295,0.1978,13382.169568,2025-05-03T07:42:27.131914+00:00,71.36402630826358
2024-06-01 09:15:00+00:00,2024-06-01 09:44:00+00:00,67687.62,67703.1,0.14566894107108383,-17.467267605469708,0.00022869765549461598,long,signal,9.859983929021915,9.862238884229697,2024-06-01T09:15:59.999+00:00,955674.4022447,603,7.45714,504795.7703338,2025-05-03T07:42:27.131914+00:00,27.901063337958604,2024-06-01T09:44:59.999+00:00,329160.9580819,279,4.40272,298077.792432,2025-05-03T07:42:27.131914+00:00,96.35125936011828
2024-06-01 10:26:00+00:00,2024-06-01 11:13:00+00:00,67675.81,67678.71,0.14543625944656513,-19.263689935588978,4.2851352647404313e-05,long,signal,9.842516661416447,9.842938426568843,2024-06-01T10:26:59.999+00:00,736949.2563172,342,0.40077,27128.2601236,2025-05-03T07:42:27.131914+00:00,25.929078014187724,2024-06-01T11:13:59.999+00:00,304972.3514175,404,3.03356,205294.8848579,2025-05-03T07:42:27.131914+00:00,81.04906937394878
