entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason
2025-01-21 17:00:00+00:00,2025-01-21 18:00:00+00:00,102596.0,106861.18,0.09746968692736559,415.72575928886044,0.041572575928886045,long,take_profit
2025-01-23 00:00:00+00:00,2025-01-23 01:00:00+00:00,105270.03,102931.94,0.0989429352237181,-231.3374874172227,-0.022210404993709954,long,stop_loss
2025-01-24 14:00:00+00:00,2025-01-24 15:00:00+00:00,102655.34,105859.98,0.09920953232312744,317.93083566398707,0.03121747003127163,long,signal
2025-01-26 23:00:00+00:00,2025-01-27 00:00:00+00:00,104385.98,101728.0,0.10061043741253016,-267.4205304337565,-0.025462998000306134,long,stop_loss
2025-01-27 05:00:00+00:00,2025-01-27 06:00:00+00:00,101308.29,98956.32,0.10102725627983523,-237.61307595248272,-0.023215967814677226,long,stop_loss
2025-01-28 04:00:00+00:00,2025-01-28 05:00:00+00:00,99048.02,103014.59,0.10093372387604907,400.3606811150192,0.04004693884844939,long,take_profit
2025-01-29 10:00:00+00:00,2025-01-29 11:00:00+00:00,101264.48,102646.0,0.10267811756169987,141.85187297384002,0.013642690902081402,long,signal
2025-01-31 19:00:00+00:00,2025-01-31 20:00:00+00:00,104007.58,101680.02,0.10133394176884267,-235.8608295034872,-0.02237875354853942,long,stop_loss
2025-02-02 02:00:00+00:00,2025-02-02 03:00:00+00:00,102148.73,99206.86,0.10086897042904752,-296.74339803610155,-0.028799868583779704,long,stop_loss
2025-02-02 16:00:00+00:00,2025-02-02 17:00:00+00:00,99538.6,97228.85,0.10053279660050128,-232.20562694800785,-0.023204565866909922,long,stop_loss
2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,97087.92,93435.82,0.10067872708314948,-367.68877918036935,-0.03761642025084059,long,stop_loss
2025-02-03 14:00:00+00:00,2025-02-03 15:00:00+00:00,93566.01,98842.0,0.1005386402772789,530.4408607165212,0.056387891286590136,long,take_profit
2025-02-06 10:00:00+00:00,2025-02-06 11:00:00+00:00,98338.23,98877.99,0.10105368260428119,54.54473572248776,0.005488811421560154,long,signal
2025-02-07 12:00:00+00:00,2025-02-07 13:00:00+00:00,95983.0,98828.01,0.10410161193137628,296.17012696088426,0.029640769719637798,long,signal
2025-02-10 10:00:00+00:00,2025-02-10 11:00:00+00:00,96699.23,97661.16,0.10639335127043073,102.34295638756623,0.009947649014371755,long,signal
2025-02-13 02:00:00+00:00,2025-02-13 03:00:00+00:00,96365.05,97498.42,0.10782434193058313,122.2048744138645,0.011761214257658718,long,signal
2025-02-18 16:00:00+00:00,2025-02-18 17:00:00+00:00,96070.23,94102.16,0.10942726977724114,-215.36052683049414,-0.020485742565620926,long,stop_loss
2025-02-19 09:00:00+00:00,2025-02-19 10:00:00+00:00,93924.03,96330.32,0.1096348021793902,263.8131281362457,0.025619535277606895,long,signal
2025-02-22 08:00:00+00:00,2025-02-22 09:00:00+00:00,96543.52,96493.95,0.10939269230164132,-5.4225957573931245,-0.0005134471997707043,long,signal
2025-02-24 17:00:00+00:00,2025-02-24 18:00:00+00:00,96115.99,94161.67,0.10982286070527872,-214.62901313354106,-0.020332933157115762,long,stop_loss
2025-02-24 22:00:00+00:00,2025-02-24 23:00:00+00:00,93943.51,91552.88,0.11007789647402383,-263.1555216476945,-0.025447526923360542,long,stop_loss
2025-02-25 06:00:00+00:00,2025-02-25 07:00:00+00:00,91857.29,89320.01,0.10971310438767276,-278.3728655007542,-0.027621977526225725,long,stop_loss
2025-02-25 13:00:00+00:00,2025-02-25 14:00:00+00:00,89400.53,87157.25,0.10961428954658294,-245.89554345405844,-0.025092468691181126,long,stop_loss
2025-02-26 17:00:00+00:00,2025-02-26 18:00:00+00:00,87231.26,84258.94,0.10952128901478571,-325.53231776442703,-0.034074023463606884,long,stop_loss
2025-02-27 08:00:00+00:00,2025-02-27 09:00:00+00:00,83856.99,86169.81,0.11004625517585936,254.51717989583022,0.02758052727625917,long,signal
