entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason,entry_fee,exit_fee,entry_rsi,exit_rsi
2024-07-02 07:00:00+00:00,2024-07-03 02:00:00+00:00,62629.99,61362.0,0.15966791628100213,-222.2548638439824,-0.020245732116514755,long,stoploss,10.0,9.797542678834853,18.183010197695836,23.258717434163174
2024-07-03 07:00:00+00:00,2024-07-03 20:00:00+00:00,60870.01,59609.26,0.16063321060988847,-221.87129222845252,-0.020712170081785757,long,stoploss,9.777745136156017,9.575226815879601,25.592534730843155,29.15222140431709
2024-07-04 07:00:00+00:00,2024-07-04 23:00:00+00:00,58219.99,57050.01,0.16413389703309064,-210.95309116177907,-0.02009584680450814,long,stoploss,9.555873843927566,9.363840467076793,28.864861253833894,40.95888955956986
2024-07-05 03:00:00+00:00,2024-07-05 04:00:00+00:00,55227.99,53941.1,0.16920624402165982,-236.22191505119622,-0.02330140930350714,long,stoploss,9.344920752765788,9.127170929396755,29.183594009667317,23.096809014675316
2024-07-07 13:00:00+00:00,2024-07-08 00:00:00+00:00,56872.0,55094.0,0.16016139467074467,-302.6995904402886,-0.03126318750879167,long,stoploss,9.10869883771459,8.823931877990006,27.672250809673372,16.26870005640029
2024-07-10 18:00:00+00:00,2024-07-11 11:00:00+00:00,57630.16,58777.99,0.15280192259182174,157.60324168321273,0.019917175312371065,long,signal,8.805999247274302,8.981389878082872,16.731243122607623,72.19311401972891
2024-07-12 01:00:00+00:00,2024-07-12 15:00:00+00:00,56950.01,58214.0,0.15739422151036522,180.8185723469243,0.02219472832401606,long,signal,8.963602488957514,9.162547211004402,20.87181546423936,70.29338950451
2024-07-17 16:00:00+00:00,2024-07-19 14:00:00+00:00,64242.0,65747.04,0.14234334331596837,195.729350876231,0.0234276641449518,long,signal,9.14442106130444,9.358653486728706,26.735748129845078,78.52678571428565
2024-07-21 07:00:00+00:00,2024-07-24 09:00:00+00:00,66701.99,66398.1,0.14002806231389303,-61.19087555307364,-0.004555936037290632,long,signal,9.34015041218067,9.297597284324102,28.237302868496613,72.02231634232712
2024-07-25 03:00:00+00:00,2024-07-25 17:00:00+00:00,64093.59,65051.98,0.1447720362773812,120.05140470277725,0.014952977357018178,long,signal,9.278959536627596,9.417707608475478,28.10906508691535,72.96480003833895
2024-07-29 16:00:00+00:00,2024-07-31 19:00:00+00:00,66940.01,65256.83,0.1404094642550901,-254.89608952549744,-0.025144603354555716,long,stoploss,9.399010941330372,9.162676539285492,17.35671925674272,36.262168588219396
2024-07-31 20:00:00+00:00,2024-08-01 15:00:00+00:00,64595.81,62906.6,0.14155894711754333,-257.1718959749746,-0.026150457746407996,long,stoploss,9.144114851804876,8.904992062744451,24.94516423848168,33.04831896484032
2024-08-02 21:00:00+00:00,2024-08-03 14:00:00+00:00,61987.01,61990.0,0.14336782748240157,-17.345644777291888,4.8235912653279496e-05,long,signal,8.886942955829902,8.887371625634074,29.094470798363773,72.00121033709948
2024-08-03 17:00:00+00:00,2024-08-04 15:00:00+00:00,60576.0,59086.01,0.14642098043866564,-235.68682546926854,-0.024597035129424162,long,stoploss,8.86959731105261,8.651431514408804,25.24316274742958,28.36810386003738
