entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,type,exit_reason
2024-12-04 07:00:00+00:00,2024-12-04 08:00:00+00:00,95128.68,96687.53,0.10512076904672703,163.86751082849105,0.016386751082849104,long,signal
2024-12-05 21:00:00+00:00,2024-12-05 22:00:00+00:00,99028.0,96589.04,0.10263629994373805,-250.32583011078,-0.024628993819929782,long,stop_loss
2024-12-06 13:00:00+00:00,2024-12-06 14:00:00+00:00,96945.63,99481.69,0.10225877825248762,259.3343971750035,0.026159611320283313,long,signal
2024-12-07 18:00:00+00:00,2024-12-07 19:00:00+00:00,99414.76,100077.45,0.10232762295953554,67.81149245905485,0.006665911580936295,long,signal
2024-12-15 09:00:00+00:00,2024-12-15 10:00:00+00:00,100988.0,102280.0,0.10140499435924834,131.01525271214885,0.012793599239513606,long,signal
2024-12-18 19:00:00+00:00,2024-12-18 20:00:00+00:00,103868.01,100846.67,0.09985464074130157,-301.6948202573237,-0.029088263075416548,long,stop_loss
2024-12-19 16:00:00+00:00,2024-12-19 17:00:00+00:00,101010.55,98855.86,0.09969263609401785,-214.80672606541955,-0.021331336182210694,long,stop_loss
2024-12-20 08:00:00+00:00,2024-12-20 09:00:00+00:00,97199.72,94811.85,0.1013912517108195,-242.1091282227141,-0.02456663455409126,long,stop_loss
2024-12-22 18:00:00+00:00,2024-12-22 19:00:00+00:00,96892.0,94836.55,0.09921450840645732,-203.93046130405241,-0.021213825702844375,long,stop_loss
2024-12-24 13:00:00+00:00,2024-12-24 14:00:00+00:00,94390.84,97465.06,0.09968299558743635,306.4474586948087,0.03256905013240693,long,signal
2024-12-28 20:00:00+00:00,2024-12-28 21:00:00+00:00,95878.56,95171.67,0.10133244748261988,-71.63089380098911,-0.00737276404651884,long,signal
2024-12-30 13:00:00+00:00,2024-12-30 14:00:00+00:00,93900.01,91883.99,0.1027047627801981,-207.0548558601339,-0.021469859268385485,long,stop_loss
